"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-27 12:34:13,27,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:34:35,32,"M","United States","OR","No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Yes","No","No","Yes","No","No","Don't know","No",NA
2014-08-27 12:34:48,31,"Male","United Kingdom",NA,"No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Yes","No",NA
2014-08-27 12:34:51,19,"male","Slovenia",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","No","No","Don't know","No",NA
2014-08-27 12:34:57,33,"Male","United States","IL","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Yes","No","No",NA
2014-08-27 12:35:23,32,"male","United States","CA","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Some of them","No","Yes","Don't know","No",NA
2014-08-27 12:36:03,27,"Male","United States","NE","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:36:18,38,"Male","Costa Rica",NA,"No","No","No",NA,"26-100","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","No","No",NA
2014-08-27 12:36:53,24,"Male","Canada",NA,"No","No","Yes","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-27 12:37:09,39,"M","United Kingdom",NA,"No","No","No","Never","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA
2014-08-27 12:37:26,28,"Male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 12:37:31,39,"Male","United States","IA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-27 12:37:50,29,"Female","United States","MD","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 12:37:50,22,"m","Austria",NA,"No","No","No",NA,"6-25","Yes","Yes","Don't know","No","Don't know","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:38:11,38,"Male","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 12:38:18,37,"Male","United Kingdom",NA,"Yes","No","Yes","Sometimes","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","No","Maybe","Yes","No","I'm not a permanent employee so do not get they benefits they get.My client is extremely supportive of permanent staff with mental health issues."
2014-08-27 12:38:25,35,"M","United States","TX","No","No","No","Never","26-100","Yes","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 12:39:14,-29,"Male","United States","MN","No","No","No",NA,"More than 1000","Yes","No","Yes","No","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 12:39:18,30,"Female","United States","PA","No","Yes","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","I'd be more worried about coworkers and workplace culture than the employer--they're probably legally obligated to do some things but reputation among people I work with is something else. For instance I've heard people make snide remarks about men taking paternity leave I don't want to know what they'd say about mental health leave."
2014-08-27 12:39:21,37,"Male","United States","IN","No","Yes","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:39:48,24,"M","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","No","Some of them","No","No","Don't know","No",NA
2014-08-27 12:39:57,23,"Male","United States","WV","No","No","No","Sometimes","6-25","No","No","No","No","No","No","No","Somewhat easy","Yes","Yes","No","No","No","No","No","No",NA
2014-08-27 12:40:03,30,"male","Ireland",NA,"No","No","Yes","Rarely","100-500","No","Yes","No","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","No","Some of them","No","No","No","No","Yes",NA
2014-08-27 12:40:06,29,"Female","United States","MI","No","No","No",NA,"100-500","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:40:36,19,"Male","Canada",NA,"Yes","Yes","No",NA,"1-5","Yes","Yes","Don't know","Not sure","No","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:40:53,32,"male","United States","CA","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 12:41:04,28,"male","Poland",NA,"No","No","No","Rarely","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No",NA
2014-08-27 12:41:20,36,"Male","United States","IL","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:41:59,37,"Male","United Kingdom",NA,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","Maybe","Some of them","No","No","Yes","No","Yes",NA
2014-08-27 12:42:24,25,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","No","No","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 12:42:52,27,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:43:28,26,"male","United States","OK","No","No","No","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","No","No",NA
2014-08-27 12:43:28,27,"male","United States","UT","No","No","Yes","Rarely","26-100","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","Don't know","Yes","Had a co-worker disappear from work for a few weeks and then come back to let everyone know he was bipolar. His responsibilities and schedule were adjusted to accommodate but he got worse didn't show up didn't work etc and was eventually let go.It was tough because on the one hand he was struggling with some mental health issues but on the other hand he went through a period of months where he wasn't performing."
2014-08-27 12:43:40,25,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Don't know","Yes","Family history of depression.  Currently dealing with depression and anxiety as well as drug addition.Employer provides & pays premiums on insurance which covers therapy and prescriptions.  Employer allows work-from-home and unlimited PTO which makes episodes easier to control.I don't speak of my problems to anyone at work except for the people that I consider friends and even then I don't go into great detail.I would never bring up a mental health issue during an interview for fear of discrimination and rejection (and therefore greater depression).  One co-worker had serious anxiety problems and would not inform his team of episodes and was eventually let go for being unresponsive."
2014-08-27 12:43:53,36,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes","I feel that my employer and colleagues have created my mental health issue. Additionally I have contributed to this by staying in the same job with the same employer for 10+ years."
2014-08-27 12:44:51,25,"F","United States","NY","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:44:51,31,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:45:44,26,"male","United States","MA","No","Yes","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 12:46:03,33,"F","United States","WA","Yes","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No","Many of these questions become irrelevant once 'Yes' is selected for 'Are you self-employed'.  It would be preferable for there to be a 'Not Relevant' option on these."
2014-08-27 12:47:25,27,"Woman","United Kingdom",NA,"Yes","Yes","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","as a UK-based company we don't have any medical provisions as it's all provided on the National Health Service (for now!) However if we do need to take days off for any kind of health problems everyone is understanding :)"
2014-08-27 12:48:06,34,"Male","United States","MN","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:48:29,42,"male","United States","CA","No","No","No",NA,"6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","No","Maybe","No","No",NA
2014-08-27 12:48:37,23,"male","Ireland",NA,"Yes","Yes","No","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No",NA
2014-08-27 12:48:39,24,"Male","United Kingdom",NA,"No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:48:40,26,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","My employer employs 17k people worldwide and my previous employer only 140 globally both have been very supportive and accommodating with my moderate depression and intense anxiety."
2014-08-27 12:48:51,31,"Male","United Kingdom",NA,"Yes","No","Yes","Often","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-27 12:49:21,22,"M","India",NA,"No","No","Yes","Never","More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","Maybe","Maybe","No","No",NA
2014-08-27 12:49:27,23,"Female","United States","NC","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 12:49:30,34,"Female","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No",NA
2014-08-27 12:49:39,31,"male","United States","MO","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:50:36,28,"Male","United Kingdom",NA,"No","No","No",NA,"100-500","No","No","No","Not sure","No","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-27 12:50:57,32,"Female","United States","MA","No","No","Yes","Often","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes","I am not sure about my company's healthcare because I've opted out of it and I'm covered under another policy.I currently work at a great company though in past jobs I don't think I would have felt comfortable talking about mental health at all."
2014-08-27 12:51:25,45,"F","United States","CA","No","No","Yes","Sometimes","1-5","No","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No","In small startups it is very hard to keep mental health issues truly private no matter what management does."
2014-08-27 12:51:36,33,"Male","United States","TX","No","No","No",NA,"6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No","A close family member of mine struggles with mental health so I try not to stigmatize it. My employers/coworkers also seem compassionate toward any kind of health or family needs."
2014-08-27 12:51:42,29,"male","Mexico",NA,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","No","Don't know","Maybe","Maybe","No","Yes","Maybe","Yes","No","No",NA
2014-08-27 12:51:50,26,"f","India",NA,"Yes","No","No","Sometimes","6-25","No","No","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:51:51,28,"Female","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:51:55,45,"M","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 12:52:08,43,"Male","United States","WA","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No",NA
2014-08-27 12:52:46,37,"male","United States","MA","No","No","No",NA,"500-1000","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Yes","No","No",NA
2014-08-27 12:52:49,24,"Male","United Kingdom",NA,"No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No",NA
2014-08-27 12:53:00,26,"Male","France",NA,"No","No","No",NA,"6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","No","Maybe","Yes","No",NA
2014-08-27 12:53:05,23,"male","United Kingdom",NA,"No","Yes","No",NA,"1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-27 12:53:13,35,"Female","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Yes","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No",NA
2014-08-27 12:53:15,38,"Female","South Africa",NA,"Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-27 12:53:40,28,"Male","United States","MI","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No",NA
2014-08-27 12:54:11,28,"Male","Russia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-27 12:54:11,35,"Male","United States","CA","No","No","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 12:54:30,32,"female","Germany",NA,"No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes","Too many people even especially IT considered mental health issues as a choice or something people can freely act about. You are depressed: take vacation. You feel weird: admit it is physical (otherwise it is not serious) go and see a doctor (and if you are on sick leave too many days you will get fired). You don't feel good today: take a holiday but don't work from home. In startup there is what I call the tyranny of happiness: you have to look happy to be accepted and to be worked with. At some point playing a role can definitely make the mental health issue worse and it is also a threat to diversity :(I don't like to call mental health issues an issue but actually when it comes to company field it too often becomes an issue and this is sad because working is sometimes better than medication. It is a vicious circle: people are scared of speaking about it so they don't inform their coworkers about what mental health is for real and so coworkers are so scared on a regular basis that the people with mental health issues keep it for themselves. "
2014-08-27 12:54:47,31,"Mal","Italy",NA,"Yes","Yes","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 12:55:01,35,"Female","United States","NY","No","No","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-27 12:55:38,26,"Male","United States","CA","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No",NA
2014-08-27 12:56:13,27,"Male","United States","TN","No","Yes","No",NA,"6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-27 12:56:56,28,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 12:57:38,27,"Female","United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No","My seniority at the company and rapport with the owners has helped me gain support for seeking help regarding my mental health as well as being able to take time off or work from home when an episode starts.However I don't feel that the company's stance on mental health is as clear as say something like vision or dental.  There's very much a stigma."
2014-08-27 12:57:52,34,"female","United States","MN","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 12:58:10,41,"male","United States","FL","No","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-27 12:58:42,37,"Male","Ireland",NA,"No","No","No","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Don't know","No","When you are an introvert people don't notice if you are depressed. Its a vicious cycle of sorts."
2014-08-27 13:00:38,34,"male","Austria",NA,"No","Yes","No",NA,"100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 13:02:14,32,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes","I've answered 'Yes' on remote working but 50% is the maximum time we're allowed.The branch of the company I work for doesn't offer any medical benefits. It's not as common in the UK as we have the NHS for the moment. There are international branches that may so I've answered 'Don't know'."
2014-08-27 13:03:05,21,"Male","Canada",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-27 13:04:18,30,"M","United States","MA","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-27 13:04:45,24,"male","United States","KS","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 13:05:45,26,"male","Bulgaria",NA,"No","No","No",NA,"100-500","No","Yes","No","No","No","No","No","Very easy","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-27 13:06:00,40,"Female","United States","DC","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 13:06:12,37,"Male","United Kingdom",NA,"No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-27 13:07:24,26,"Male","United Kingdom",NA,"Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 13:07:40,32,"F","United States","TX","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes",NA
2014-08-27 13:07:42,32,"f","United States","MA","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No",NA
2014-08-27 13:07:46,27,"female","United States","MI","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No","Many of these questions were difficult to answer as a self-employed person; I did my best with the available options."
2014-08-27 13:08:17,30,"Male","Germany",NA,"Yes","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","No","Some of them","Yes","Maybe","Yes","Yes","No","I tried to answer as good as possible but I am CEO of a company so many questions don't fit very well.Also many of the questions are very US-centric in most systems healthcare is not your employers business."
2014-08-27 13:09:24,31,"M","Canada",NA,"Yes","No","No",NA,"6-25","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 13:09:37,29,"F","United States","NY","No","No","Yes","Never","500-1000","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 13:09:39,41,"Male (CIS)","United States","VA","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","No","Don't know","No",NA
2014-08-27 13:12:31,34,"female","United States","WA","No","No","No",NA,"6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","One of my coworkers has mental health issues and she's open about them (eg: my enjoyment of this project may be due to my recent change in meds). I believe the response has been generally supportive. We're a very small tight-knit company."
2014-08-27 13:12:43,33,"Male","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA
2014-08-27 13:14:53,28,"male","United States","PA","No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 13:15:19,28,"Male","United States","MI","No","No","Yes","Sometimes","More than 1000","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No",NA
2014-08-27 13:15:25,23,"Male","United States","PA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No","A strong mind goes a long way. Stay strong. Take some time off to help. Its all in your head. "
2014-08-27 13:18:18,24,"M","United States","OR","No","No","No",NA,"1-5","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Would you bring up a mental health issue with a potential employer in an interview?Poignant."
2014-08-27 13:18:44,32,"male","United States","WA","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 13:19:40,34,"Male","Australia",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat difficult","Yes","Yes","No","No","No","Maybe","Yes","No",NA
2014-08-27 13:21:00,24,"Male","United States","PA","No","No","No","Never","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No",NA
2014-08-27 13:22:42,26,"male","United Kingdom",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-27 13:22:49,36,"Male","United States","OH","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-27 13:23:38,41,"Male","United States","TX","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","Maybe","Maybe","No","No","I found it difficult to answer all of the questions effectively as many of them would depend on the nature of the mental health issues as some seem more socially accepted than others. For some people telling your current supervisor that you have a history of bi-polar disorder might be easier than telling a potential employer that you have a history of compulsive gambling. They might both be bits of irrelevant information (past behavior and not indicators of future behavior). However western culture pushes us to appear as capable as possible to our supervisors in pursuit of excellence in our work. Providing information that could create a negative bias seems like a more genuine and yet more risky approach to the discussion."
2014-08-27 13:24:34,38,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No",NA
2014-08-27 13:24:57,38,"Male","United States","NH","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No",NA
2014-08-27 13:26:35,30,"male","Netherlands",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 13:26:54,25,"Male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-27 13:27:18,37,"Male","Canada",NA,"No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-27 13:29:45,34,"Male","United Kingdom",NA,"No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Yes","No","Yes","No","Yes",NA
2014-08-27 13:29:57,37,"F","United States","NC","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-27 13:31:03,28,"Female","Canada",NA,"No","Yes","Yes","Sometimes","6-25","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","No","Yes",NA
2014-08-27 13:31:35,22,"Male","Sweden",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No",NA
2014-08-27 13:32:31,34,"male","United States","FL","No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes",NA
2014-08-27 13:32:48,33,"M","United States","CA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
